gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CACNA1A	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
CCDC130	3.2629143788527823	0.13808968538685273	2.741081013553409	0.05037781981052787	0.9598213111659915	0.9997946887506981
MRI1	2.14756238873857	-0.5719828855797924	3.6530351492358153	-0.1565774382705971	0.8755778848469429	0.9997946887506981
C19orf53	19.61714648805908	-0.8529342463327463	1.199164089431057	-0.7112740064934906	0.47691445596547394	0.9997946887506981
AC020916.1	9.405155689510398	0.7704304326018752	1.752134416807945	0.4397096622332507	0.6601474036165211	0.9997946887506981
CC2D1A	1.228448262131523	1.1700648833498712	4.715840844748195	0.24811373451097618	0.8040464092128081	0.9997946887506981
DCAF15	1.2440589921904122	-3.5992091465618024	5.078232274930445	-0.7087523673010997	0.47847816145180516	0.9997946887506981
RFX1	4.266436876540009	-1.1425557091849674	2.68421735159284	-0.425656926964936	0.6703578525446469	0.9997946887506981
IL27RA	1.0178664481557917	-3.30969204449827	5.56287958727037	-0.5949602166604313	0.5518700642021832	0.9997946887506981
MISP3	10.835103209580826	-0.8626428166801268	1.6910432547636791	-0.5101246312003296	0.6099641499755587	0.9997946887506981
SAMD1	1.3415445341488332	0.5867217425049227	4.505495435654111	0.1302235793786221	0.8963895397778354	0.9997946887506981
PRKACA	0.9047701761384817	-3.139764952564937	5.793008835517233	-0.5419920876548432	0.587823956632119	0.9997946887506981
AC022098.1	1.793929622218074	-0.6297459638812797	3.9367497809903815	-0.15996596149498035	0.8729078876705489	0.9997946887506981
ADGRE5	11.33369750944863	0.6738541286297637	1.5356881122586594	0.4387962134047339	0.6608092042845541	0.9997946887506981
DDX39A	4.6747176096836744	1.8496473916096228	2.387827082669594	0.7746152998406042	0.4385670138476811	0.9997946887506981
PKN1	2.0357328963115835	-4.309728202962183	4.081070365256872	-1.0560288888062135	0.29095501667406903	0.9997946887506981
GIPC1	0.4523850880692408	-2.1398186722495995	5.815416396004535	-0.36795622643973624	0.7129058740644727	0.9997946887506981
DNAJB1	3.43319217667391	-1.1474395704762745	2.718181963270174	-0.4221349365058033	0.6729265286807347	0.9997946887506981
TECR	5.573582590178197	-1.0385926812793678	2.1541190845209783	-0.48214264881754415	0.6297046146955418	0.9997946887506981
NDUFB7	14.399107245203922	0.8886121023760583	1.3659576175525707	0.650541488957917	0.5153425112428844	0.9997946887506981
ILVBL	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
BRD4	10.112421222551388	0.7048227254356486	1.6060527402525444	0.43885403497074355	0.6607673042470139	0.9997946887506981
AKAP8	1.4689847566347085	1.435755837281711	4.385990028028819	0.32735045636366344	0.7434028340097503	0.9997946887506981
AKAP8L	4.223599301204757	0.0699957374790238	2.439789710739433	0.02868925021321203	0.9771124299273856	0.9997946887506981
RASAL3	3.037988614408486	-1.9790868058854774	3.1333063642439094	-0.6316288852153294	0.5276294071976712	0.9997946887506981
PGLYRP2	0.7916739041211714	-2.947130437365455	5.796215260270488	-0.5084577271596921	0.6111323777140942	0.9997946887506981
TPM4	100.41799837315867	-0.22289646287399673	0.5689711675627045	-0.3917535291442198	0.6952403343284996	0.9997946887506981
RAB8A	43.06822618139468	0.5180276347181695	0.8616194938105745	0.6012255275552725	0.5476897840505932	0.9997946887506981
HSH2D	1.695177300669329	0.43306281824195964	4.070825358920624	0.10638206753157936	0.9152792203701284	0.9997946887506981
FAM32A	14.762251270068905	-0.8773086793955976	1.5181400531744722	-0.5778838899356626	0.5633425125566909	0.9997946887506981
AP1M1	0.9047701761384817	-3.139764952564937	5.793008835517233	-0.5419920876548432	0.587823956632119	0.9997946887506981
KLF2	18.767024278543765	-0.1152284105880602	1.2369476667846846	-0.09315544519970222	0.92578006998994955	0.9997946887506981
EPS15L1	1.8095403522769633	-4.139797264210485	4.2966868435002	-0.9634859171719604	0.3353037281169456	0.9997946887506981
CHERP	1.2440589921904122	-3.5992091465618024	5.078232274930445	-0.7087523673010997	0.47847816145180516	0.9997946887506981
SLC35E1	11.940749665280109	0.6245648952395809	1.5237633242963677	0.40988313951445704	0.6818916741644562	0.9997946887506981
AC008764.8	0.4523850880692408	-2.1398186722495995	5.815416396004535	-0.36795622643973624	0.7129058740644727	0.9997946887506981
MED26	2.0344661167212594	-0.3781135198612934	3.7422823639381084	-0.10103821226984966	0.9195201263687538	0.9997946887506981
SMIM7	10.580417040679519	-0.19449756799565712	1.5743582142799175	-0.12354086016225775	0.9016788203595282	0.9997946887506981
SIN3B	8.891144935654149	0.7449831299581907	1.7205466599094978	0.4329921107733152	0.6650205012492516	0.9997946887506981
F2RL3	2.747442569335766	-0.6975186218074295	3.2544998697827645	-0.21432436617488276	0.8302941180240533	0.9997946887506981
CPAMD8	2.456896524263046	1.1686065399924996	3.459365956794452	0.3378094583191667	0.7355067817683496	0.9997946887506981
MYO9B	2.1488291683288936	-4.387733373508918	3.9865179145540965	-1.1006430844045758	0.2710520263174526	0.9997946887506981
USE1	3.2772583293213478	0.6283456087752325	3.0594423983335566	0.2053791269668895	0.8372759269458746	0.9997946887506981
OCEL1	1.3558884846173984	2.43714202509818	4.65091011731206	0.5240140023404061	0.6002688008337785	0.9997946887506981
BABAM1	3.036721834818162	0.5008175599810557	2.8346427126665823	0.17667749016239534	0.8597617229539926	0.9997946887506981
ABHD8	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
MRPL34	5.5404505492578755	-2.8483496764982843	2.4538448352919127	-1.160770084372283	0.24573541184218886	0.9997946887506981
DDA1	3.948663986190926	-0.43905701855939605	2.5625640836847112	-0.171335039523412	0.8639603302448284	0.9997946887506981
GTPBP3	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
BST2	5.482002243863735	-0.6393391672505446	2.4475434167882155	-0.2612166807196075	0.7939254152162264	0.9997946887506981
BISPR	0.4523850880692408	-2.1398186722495995	5.815416396004535	-0.36795622643973624	0.7129058740644727	0.9997946887506981
MVB12A	3.785558163604082	1.174733026200339	2.8985334194245	0.40528531371343673	0.6852678005137295	0.9997946887506981
PGLS	5.848517905192028	-0.6722336826859966	2.10141898502444	-0.319895122046867	0.7490478357788577	0.9997946887506981
MAP1S	0.565481360086551	-2.461729347823916	5.806463830888161	-0.42396360668406474	0.6715923548938857	0.9997946887506981
FCHO1	1.3558884846173984	2.43714202509818	4.65091011731206	0.5240140023404061	0.6002688008337785	0.9997946887506981
